start...

30sec fixe on breadboard
~344hz ~2.9ms per measure

Counter_?ms;AccelX;AccelY;AccelZ;AngleX;AngleY;AngleZ;GyroX;GyroY;GyroZ;Pitch;Roll;Yaw;Temperature;
14102;1.015;0.006;0.015;0.344;-89.079;0.854;0.580;-3.313;-1.695;-51.185;6.963;-23.637;21.236;
14103;1.015;0.006;0.015;0.344;-89.079;0.854;0.580;-3.313;-1.695;-51.185;6.963;-23.637;21.236;
14104;1.011;-0.000;0.012;-0.014;-89.336;0.664;0.366;-3.374;-1.573;-51.230;6.952;-23.654;21.236;
14105;1.011;-0.000;0.012;-0.014;-89.336;0.664;0.366;-3.374;-1.573;-51.230;6.952;-23.654;21.236;
14106;1.011;-0.000;0.012;-0.014;-89.336;0.664;0.366;-3.374;-1.573;-51.230;6.952;-23.654;21.236;
14107;1.011;-0.000;0.012;-0.014;-89.336;0.664;0.366;-3.374;-1.573;-51.230;6.952;-23.654;21.236;
14108;1.011;-0.000;0.012;-0.014;-89.336;0.664;0.366;-3.374;-1.573;-51.230;6.952;-23.654;21.236;
14109;1.011;-0.000;0.012;-0.014;-89.336;0.664;0.366;-3.374;-1.573;-51.230;6.952;-23.654;21.236;
14110;1.011;-0.000;0.012;-0.014;-89.336;0.664;0.366;-3.374;-1.573;-51.230;6.952;-23.654;21.236;
14111;1.011;-0.000;0.012;-0.014;-89.336;0.664;0.366;-3.374;-1.573;-51.230;6.952;-23.654;21.236;
14112;1.011;-0.000;0.012;-0.014;-89.336;0.664;0.366;-3.374;-1.573;-51.230;6.952;-23.654;21.236;
14113;1.011;-0.004;0.008;-0.221;-89.505;0.443;0.305;-3.359;-1.695;-51.269;6.947;-23.670;21.330;
14114;1.011;-0.004;0.008;-0.221;-89.505;0.443;0.305;-3.359;-1.695;-51.269;6.947;-23.670;21.330;
14115;1.011;-0.004;0.008;-0.221;-89.505;0.443;0.305;-3.359;-1.695;-51.269;6.947;-23.670;21.330;
14116;1.011;-0.004;0.008;-0.221;-89.505;0.443;0.305;-3.359;-1.695;-51.269;6.947;-23.670;21.330;
14117;1.011;-0.004;0.008;-0.221;-89.505;0.443;0.305;-3.359;-1.695;-51.269;6.947;-23.670;21.330;
14118;1.011;-0.004;0.008;-0.221;-89.505;0.443;0.305;-3.359;-1.695;-51.269;6.947;-23.670;21.330;
14119;1.011;-0.004;0.008;-0.221;-89.505;0.443;0.305;-3.359;-1.695;-51.269;6.947;-23.670;21.330;
14120;1.011;-0.004;0.008;-0.221;-89.505;0.443;0.305;-3.359;-1.695;-51.269;6.947;-23.670;21.330;
14121;1.011;-0.004;0.008;-0.221;-89.505;0.443;0.305;-3.359;-1.695;-51.269;6.947;-23.670;21.330;
14122;1.012;-0.002;0.014;-0.111;-89.191;0.801;0.397;-3.282;-1.450;-51.287;6.955;-23.685;21.283;
14123;1.012;-0.002;0.014;-0.111;-89.191;0.801;0.397;-3.282;-1.450;-51.287;6.955;-23.685;21.283;
14124;1.012;-0.002;0.014;-0.111;-89.191;0.801;0.397;-3.282;-1.450;-51.287;6.955;-23.685;21.283;
14125;1.012;-0.002;0.014;-0.111;-89.191;0.801;0.397;-3.282;-1.450;-51.287;6.955;-23.685;21.283;
14126;1.012;-0.002;0.014;-0.111;-89.191;0.801;0.397;-3.282;-1.450;-51.287;6.955;-23.685;21.283;
14127;1.012;-0.002;0.014;-0.111;-89.191;0.801;0.397;-3.282;-1.450;-51.287;6.955;-23.685;21.283;
14128;1.012;-0.002;0.014;-0.111;-89.191;0.801;0.397;-3.282;-1.450;-51.287;6.955;-23.685;21.283;
14129;1.012;-0.002;0.014;-0.111;-89.191;0.801;0.397;-3.282;-1.450;-51.287;6.955;-23.685;21.283;
14130;1.012;-0.002;0.014;-0.111;-89.191;0.801;0.397;-3.282;-1.450;-51.287;6.955;-23.685;21.283;
14131;1.013;-0.002;0.012;-0.097;-89.303;0.690;0.397;-2.824;-1.618;-51.318;6.960;-23.701;21.236;
14132;1.013;-0.002;0.012;-0.097;-89.303;0.690;0.397;-2.824;-1.618;-5143351;1.013;0.009;0.030;0.483;-88.222;1.711;0.351;-3.374;-1.634;-51.982;7.061;-24.062;21.283;6
1;-24.062;21.283;
14353;1.013;0.009;0.030;0.483;-88.222;1.711;0.351;-3.374;-1.634;-51.982;7.061;-24.062;21.283;
14354;1.013;0.009;0.030;0.483;-88.222;1.711;0.351;-3.374;-1.634;-51.982;7.061;-24.062;21.283;
14355;1.013;0.009;0.030;0.483;-88.222;1.711;0.351;-3.374;-1.634;-51.982;7.061;-24.062;21.283;
14356;1.015;0.007;0.022;0.400;-88.671;1.268;0.366;-3.344;-1.527;-52.034;7.061;-24.078;21.283;
14357;1.015;0.007;0.022;0.400;-88.671;1.268;0.366;-3.344;-1.527;-52.034;7.061;-24.078;21.283;
14358;1.015;0.007;0.022;0.400;-88.671;1.268;0.366;-3.344;-1.527;-52.034;7.061;-24.078;21.283;
14359;1.015;0.007;0.022;0.400;-88.671;1.268;0.366;-3.344;-1.527;-52.034;7.061;-24.078;21.283;
14360;1.015;0.007;0.022;0.400;-88.671;1.268;0.366;-3.344;-1.527;-52.034;7.061;-24.078;21.283;
14361;1.015;0.007;0.022;0.400;-88.671;1.268;0.366;-3.344;-1.527;-52.034;7.061;-24.078;21.283;
14362;1.015;0.007;0.022;0.400;-88.671;1.268;0.366;-3.344;-1.527;-52.034;7.061;-24.078;21.283;
14363;1.015;0.007;0.022;0.400;-88.671;1.268;0.366;-3.344;-1.527;-52.034;7.061;-24.078;21.283;
14364;1.015;0.007;0.022;0.400;-88.671;1.268;0.366;-3.344;-1.527;-52.034;7.061;-24.078;21.283;
14365;1.009;0.004;0.023;0.236;-88.662;1.317;0.412;-3.328;-1.511;-52.065;7.058;-24.093;21.283;
14366;1.009;0.004;0.023;0.236;-88.662;1.317;0.412;-3.328;-1.511;-52.065;7.058;-24.093;21.283;
14367;1.009;0.004;0.023;0.236;-88.662;1.317;0.412;-3.328;-1.511;-52.065;7.058;-24.093;21.283;
14368;1.009;0.004;0.023;0.236;-88.662;1.317;0.412;-3.328;-1.511;-52.065;7.058;-24.093;21.283;
14369;1.009;0.004;0.023;0.236;-88.662;1.317;0.412;-3.328;-1.511;-52.065;7.058;-24.093;21.283;
14370;1.009;0.004;0.023;0.236;-88.662;1.317;0.412;-3.328;-1.511;-52.065;7.058;-24.093;21.283;
14371;1.009;0.004;0.023;0.236;-88.662;1.317;0.412;-3.328;-1.511;-52.065;7.058;-24.093;21.283;
14372;1.009;0.004;0.023;0.236;-88.662;1.317;0.412;-3.328;-1.511;-52.065;7.058;-24.093;21.283;
14373;1.009;0.004;0.023;0.236;-88.662;1.317;0.412;-3.328;-1.511;-52.065;7.058;-24.093;21.283;
14374;1.009;0.004;0.023;0.236;-88.662;1.317;0.412;-3.328;-1.511;-52.065;7.058;-24.093;21.283;
14375;1.018;0.002;0.015;0.110;-89.155;0.838;0.321;-3.573;-1.679;-52.121;7.057;-24.111;21.283;
14376;1.018;0.002;0.015;0.110;-89.155;0.838;0.321;-3.573;-1.679;-52.121;7.057;-24.111;21.283;
14377;1.018;0.002;0.015;0.110;-89.155;0.838;0.321;-3.573;-1.679;-52.121;7.057;-24.111;21.283;
14378;1.018;0.002;0.015;0.110;-89.155;0.838;0.321;-3.573;-1.679;-52.121;7.057;-24.111;21.283;
14379;1.018;0.002;0.015;0.110;-89.155;0.838;0.321;-3.573;-1.679;-52.121;7.057;-24.111;21.283;
14380;1.018;0.002;0.015;0.110;-89.155;0.838;0.321;-3.573;-1.679;-52.121;7.057;-24.111;21.283;
14381;1.018;0.002;0.015;0.110;-89.155;0.838;0.321;-3.573;-1.679;-52.121;7.057;-24.111;21.283;
14382;1.018;0.002;0.015;0.110;-89.155;0.838;0.321;-3.573;-1.679;-52.121;7.057;-24.111;21.283;
14383;1.018;0.002;0.015;0.110;-89.155;0.838;0.321;-3.573;-1.679;-52.121;7.057;-24.111;21.283;
14384;1.018;0.002;0.015;0.110;-89.155;0.838;0.321;-3.573;-1.679;-52.121;7.057;-24.111;21.283;
14385;1.012;0.002;0.015;0.138;-89.160;0.829;0.427;-3.435;-1.618;-52.156;7.062;-24.128;21.283;
14386;1.012;0.002;0.015;0.138;-89.160;0.829;0.427;-3.435;-1.618;-52.156;7.062;-24.128;21.283;
14387;1.012;0.002;0.015;0.138;-89.160;0.829;0.427;-3.435;-1.618;-52.156;7.062;-24.128;21.283;
14388;1.012;0.002;0.015;0.138;-89.160;0.829;0.427;-3.435;-1.618;-52.156;7.062;-24.128;21.283;
14389;1.012;0.002;0.015;0.138;-89.160;0.829;0.427;-3.435;-1.618;-52.156;7.062;-24.128;21.283;
14390;1.012;0.002;0.015;0.138;-89.160;0.829;0.427;-3.435;-1.618;-52.156;7.062;-24.128;21.283;
14391;1.012;0.002;0.015;0.138;-89.160;0.829;0.427;-3.435;-1.618;-52.156;7.062;-24.128;21.283;
14392;1.012;0.002;0.015;0.138;-89.160;0.829;0.427;-3.435;-1.618;-52.156;7.062;-24.128;21.283;
14393;1.012;0.002;0.015;0.138;-89.160;0.829;0.427;-3.435;-1.618;-52.156;7.062;-24.128;21.283;
14394;1.009;0.003;0.016;0.152;-89.100;0.887;0.489;-3.176;-1.527;-52.183;7.067;-24.143;21.236;
14395;1.009;0.003;0.016;0.152;-89.100;0.887;0.489;-3.176;-1.527;-52.183;7.067;-24.143;21.236;
14396;1.009;0.003;0.016;0.152;-89.100;0.887;0.489;-3.176;-1.527;-52.183;7.067;-24.143;21.236;
14397;1.009;0.003;0.016;0.152;-89.100;0.887;0.489;-3.176;-1.527;-52.183;7.067;-24.143;21.236;
14398;1.009;0.003;0.016;0.152;-89.100;0.887;0.489;-3.176;-1.527;-52.183;7.067;-24.143;21.236;
14399;1.009;0.003;0.016;0.152;-89.100;0.887;0.489;-3.176;-1.527;-52.183;7.067;-24.143;21.236;
14400;1.009;0.003;0.016;0.152;-89.100;0.887;0.489;-3.176;-1.527;-52.183;7.067;-24.143;21.236;
14401;1.009;0.003;0.016;0.152;-89.100;0.887;0.489;-3.176;-1.527;-52.183;7.067;-24.143;21.236;
14402;1.009;0.003;0.016;0.152;-89.100;0.887;0.489;-3.176;-1.527;-52.183;7.067;-24.143;21.236;
14403;1.009;0.003;0.016;0.152;-89.100;0.887;0.489;-3.176;-1.527;-52.183;7.067;-24.143;21.236;
14404;1.018;0.002;0.014;0.110;-89.223;0.770;0.351;-3.298;-1.389;-52.222;7.069;-24.158;21.236;
14405;1.018;0.002;0.014;0.110;-89.223;0.770;0.351;-3.298;-1.389;-52.222;7.069;-24.158;21.236;
14406;1.018;0.002;0.014;1.;7.163;-24.535;21.330;
14627;1.011;-0.001;0.010;-0.055;-89.402;0.595;0.427;-3.374;-1.634;-52.981;7.163;-24.535;21.330;
14628;1.011;-0.001;0.010;-0.055;-89.402;0.595;0.427;-3.374;-1.634;-52.981;7.163;-24.535;21.330;
14629;1.012;0.005;0.002;0.304;-89.666;0.138;0.382;-3.328;-1.420;-53.023;7.181;-24.549;21.236;
14630;1.012;0.005;0.002;0.304;-89.666;0.138;0.382;-3.328;-1.420;-53.023;7.181;-24.549;21.236;
14631;1.012;0.005;0.002;0.304;-89.666;0.138;0.382;-3.328;-1.420;-53.023;7.181;-24.549;21.236;
14632;1.012;0.005;0.002;0.304;-89.666;0.138;0.382;-3.328;-1.420;-53.023;7.181;-24.549;21.236;
14633;1.012;0.005;0.002;0.304;-89.666;0.138;0.382;-3.328;-1.420;-53.023;7.181;-24.549;21.236;
14634;1.012;0.005;0.002;0.304;-89.666;0.138;0.382;-3.328;-1.420;-53.023;7.181;-24.549;21.236;
14635;1.012;0.005;0.002;0.304;-89.666;0.138;0.382;-3.328;-1.420;-53.023;7.181;-24.549;21.236;
14636;1.012;0.005;0.002;0.304;-89.666;0.138;0.382;-3.328;-1.420;-53.023;7.181;-24.549;21.236;
14637;1.012;0.005;0.002;0.304;-89.666;0.138;0.382;-3.328;-1.420;-53.023;7.181;-24.549;21.236;
14638;1.015;-0.004;0.005;-0.207;-89.633;0.303;0.397;-3.405;-1.573;-53.053;7.164;-24.564;21.283;
14639;1.015;-0.004;0.005;-0.207;-89.633;0.303;0.397;-3.405;-1.573;-53.053;7.164;-24.564;21.283;
14640;1.015;-0.004;0.005;-0.207;-89.633;0.303;0.397;-3.405;-1.573;-53.053;7.164;-24.564;21.283;
14641;1.015;-0.004;0.005;-0.207;-89.633;0.303;0.397;-3.405;-1.573;-53.053;7.164;-24.564;21.283;
14642;1.015;-0.004;0.005;-0.207;-89.633;0.303;0.397;-3.405;-1.573;-53.053;7.164;-24.564;21.283;
14643;1.015;-0.004;0.005;-0.207;-89.633;0.303;0.397;-3.405;-1.573;-53.053;7.164;-24.564;21.283;
14644;1.015;-0.004;0.005;-0.207;-89.633;0.303;0.397;-3.405;-1.573;-53.053;7.164;-24.564;21.283;
14645;1.015;-0.004;0.005;-0.207;-89.633;0.303;0.397;-3.405;-1.573;-53.053;7.164;-24.564;21.283;
14646;1.015;-0.004;0.005;-0.207;-89.633;0.303;0.397;-3.405;-1.573;-53.053;7.164;-24.564;21.283;
14647;1.015;0.003;0.003;0.165;-89.776;0.152;0.565;-3.664;-1.695;-53.094;7.184;-24.581;21.189;
14648;1.015;0.003;0.003;0.165;-89.776;0.152;0.565;-3.664;-1.695;-53.094;7.184;-24.581;21.189;
14649;1.015;0.003;0.003;0.165;-89.776;0.152;0.565;-3.664;-1.695;-53.094;7.184;-24.581;21.189;
14650;1.015;0.003;0.003;0.165;-89.776;0.152;0.565;-3.664;-1.695;-53.094;7.184;-24.581;21.189;
14651;1.015;0.003;0.003;0.165;-89.776;0.152;0.565;-3.664;-1.695;-53.094;7.184;-24.581;21.189;
14652;1.015;0.003;0.003;0.165;-89.776;0.152;0.565;-3.664;-1.695;-53.094;7.184;-24.581;21.189;
14653;1.015;0.003;0.003;0.165;-89.776;0.152;0.565;-3.664;-1.695;-53.094;7.184;-24.581;21.189;
14654;1.015;0.003;0.003;0.165;-89.776;0.152;0.565;-3.664;-1.695;-53.094;7.184;-24.581;21.189;
14655;1.015;0.003;0.003;0.165;-89.776;0.152;0.565;-3.664;-1.695;-53.094;7.184;-24.581;21.189;
14656;1.015;0.003;0.003;0.165;-89.776;0.152;0.565;-3.664;-1.695;-53.094;7.184;-24.581;21.189;
14657;1.014;-0.006;0.019;-0.345;-88.897;1.048;0.626;-3.969;-1.786;-53.099;7.170;-24.600;21.283;
14658;1.014;-0.006;0.019;-0.345;-88.897;1.048;0.626;-3.969;-1.786;-53.099;7.170;-24.600;21.283;
14659;1.014;-0.006;0.019;-0.345;-88.897;1.048;0.626;-3.969;-1.786;-53.099;7.170;-24.600;21.283;
14660;1.014;-0.006;0.019;-0.345;-88.897;1.048;0.626;-3.969;-1.786;-53.099;7.170;-24.600;21.283;
14661;1.014;-0.006;0.019;-0.345;-88.897;1.048;0.626;-3.969;-1.786;-53.099;7.170;-24.600;21.283;
14662;1.014;-0.006;0.019;-0.345;-88.897;1.048;0.626;-3.969;-1.786;-53.099;7.170;-24.600;21.283;
14663;1.014;-0.006;0.019;-0.345;-88.897;1.048;0.626;-3.969;-1.786;-53.099;7.170;-24.600;21.283;
14664;1.014;-0.006;0.019;-0.345;-88.897;1.048;0.626;-3.969;-1.786;-53.099;7.170;-24.600;21.283;
14665;1.014;-0.006;0.019;-0.345;-88.897;1.048;0.626;-3.969;-1.786;-53.099;7.170;-24.600;21.283;
14666;1.013;-0.003;0.003;-0.166;-89.756;0.179;0.519;-3.802;-1.679;-53.170;7.182;-24.617;21.236;
14667;1.013;-0.003;0.003;-0.166;-89.756;0.179;0.519;-3.802;-1.679;-53.170;7.182;-24.617;21.236;
14668;1.013;-0.003;0.003;-0.166;-89.756;0.179;0.519;-3.802;-1.679;-53.170;7.182;-24.617;21.236;
14669;1.013;-0.003;0.003;-0.166;-89.756;0.179;0.519;-3.802;-1.679;-53.170;7.182;-24.617;21.236;
14670;1.013;-0.003;0.003;-0.166;-89.756;0.179;0.519;-3.802;-1.679;-53.170;7.182;-24.617;21.236;
14671;1.013;-0.003;0.003;-0.166;-89.756;0.179;0.519;-3.802;-1.679;-53.170;7.182;-24.617;21.236;
14672;1.013;-0.003;0.003;-0.166;-89.756;0.179;0.519;-3.802;-1.679;-53.170;7.182;-24.617;21.236;
14673;1.013;-0.003;0.003;-0.166;-89.756;0.179;0.519;-3.802;-1.679;-53.170;7.182;-24.617;21.236;
14674;1.013;-0.003;0.003;-0.166;-89.756;0.179;0.519;-3.802;-1.679;-53.170;7.182;-24.617;21.236;
14675;1.016;-0.002;0.010;-0.110;-89.439;0.551;0.687;-3.863;-1.695;-53.193;7.191;-24.633;21.283;
14676;1.016;-0.002;0.010;-0.110;-89.439;0.551;0.687;-3.863;-1.695;-53.193;7.191;-24.633;21.283;
14677;1.016;-0.002;0.010;-0.110;-89.439;0.551;0.687;-3.863;-1.695;-53.193;7.191;-24.633;21.283;
14678;1.016;-0.002;0.010;-0.110;-89.439;0.551;0.687;-3.863;-1.695;-53.193;7.191;-24.633;21.283;
14679;1.016;-0.002;0.010;-0.110;-89.439;0.551;0.687;-3.863;-1.695;-53.193;7.191;-24.633;21.283;
14680;1.016;-0.002;0.010;-0.110;-89.439;0.551;0.687;-3.863;-1.695;-53.193;7.191;-24.633;21.283;
14681;1.016;-0.002
014909;1.019;-0.001;0.011;-0.055;-89.352;0.645;0.672;-3.206;-1.618;-54.053;7.322;-25.028;21.283;
14910;1.019;-0.001;0.011;-0.055;-89.352;0.645;0.672.-618;-54.053;7.322;-25.028;21.283;
14911;1.019;-0.001;0.011;-0.055;-89.352;0.645;0.672;-3.206;-1.618;-54.053;7.322;-25.028;21.283;
14912;1.019;-0.001;0.011;-0.055;-89.352;0.645;0.672;-3.206;-1.618;-54.053;7.322;-25.028;21.283;
14913;1.019;-0.001;0.011;-0.055;-89.352;0.645;0.672;-3.206;-1.618;-54.053;7.322;-25.028;21.283;
14914;1.019;-0.001;0.011;-0.055;-89.352;0.645;0.672;-3.206;-1.618;-54.053;7.322;-25.028;21.283;
14915;1.019;-0.001;0.011;-0.055;-89.352;0.645;0.672;-3.206;-1.618;-54.053;7.322;-25.028;21.283;
14916;1.019;-0.001;0.011;-0.055;-89.352;0.645;0.672;-3.206;-1.618;-54.053;7.322;-25.028;21.283;
14917;1.019;-0.001;0.011;-0.055;-89.352;0.645;0.672;-3.206;-1.618;-54.053;7.322;-25.028;21.283;
14918;1.008;0.000;0.005;0.028;-89.721;0.278;0.260;-3.282;-1.588;-54.099;7.328;-25.044;21.189;
14919;1.008;0.000;0.005;0.028;-89.721;0.278;0.260;-3.282;-1.588;-54.099;7.328;-25.044;21.189;
14920;1.008;0.000;0.005;0.028;-89.721;0.278;0.260;-3.282;-1.588;-54.099;7.328;-25.044;21.189;
14921;1.008;0.000;0.005;0.028;-89.721;0.278;0.260;-3.282;-1.588;-54.099;7.328;-25.044;21.189;
14922;1.008;0.000;0.005;0.028;-89.721;0.278;0.260;-3.282;-1.588;-54.099;7.328;-25.044;21.189;
14923;1.008;0.000;0.005;0.028;-89.721;0.278;0.260;-3.282;-1.588;-54.099;7.328;-25.044;21.189;
14924;1.008;0.000;0.005;0.028;-89.721;0.278;0.260;-3.282;-1.588;-54.099;7.328;-25.044;21.189;
14925;1.008;0.000;0.005;0.028;-89.721;0.278;0.260;-3.282;-1.588;-54.099;7.328;-25.044;21.189;
14926;1.008;0.000;0.005;0.028;-89.721;0.278;0.260;-3.282;-1.588;-54.099;7.328;-25.044;21.189;
14927;1.008;0.000;0.005;0.028;-89.721;0.278;0.260;-3.282;-1.588;-54.099;7.328;-25.044;21.189;
14928;1.020;-0.003;0.018;-0.178;-88.997;0.987;0.351;-2.870;-1.298;-54.099;7.323;-25.058;21.283;
14929;1.020;-0.003;0.018;-0.178;-88.997;0.987;0.351;-2.870;-1.298;-54.099;7.323;-25.058;21.283;
14930;1.020;-0.003;0.018;-0.178;-88.997;0.987;0.351;-2.870;-1.298;-54.099;7.323;-25.058;21.283;
14931;1.020;-0.003;0.018;-0.178;-88.997;0.987;0.351;-2.870;-1.298;-54.099;7.323;-25.058;21.283;
14932;1.020;-0.003;0.018;-0.178;-88.997;0.987;0.351;-2.870;-1.298;-54.099;7.323;-25.058;21.283;
14933;1.020;-0.003;0.018;-0.178;-88.997;0.987;0.351;-2.870;-1.298;-54.099;7.323;-25.058;21.283;
14934;1.020;-0.003;0.018;-0.178;-88.997;0.987;0.351;-2.870;-1.298;-54.099;7.323;-25.058;21.283;
14935;1.020;-0.003;0.018;-0.178;-88.997;0.987;0.351;-2.870;-1.298;-54.099;7.323;-25.058;21.283;
14936;1.020;-0.003;0.018;-0.178;-88.997;0.987;0.351;-2.870;-1.298;-54.099;7.323;-25.058;21.283;
14937;1.021;-0.003;0.018;-0.178;-88.971;1.013;0.489;-2.901;-1.542;-54.126;7.328;-25.073;21.330;
14938;1.021;-0.003;0.018;-0.178;-88.971;1.013;0.489;-2.901;-1.542;-54.126;7.328;-25.073;21.330;
14939;1.021;-0.003;0.018;-0.178;-88.971;1.013;0.489;-2.901;-1.542;-54.126;7.328;-25.073;21.330;
14940;1.021;-0.003;0.018;-0.178;-88.971;1.013;0.489;-2.901;-1.542;-54.126;7.328;-25.073;21.330;
14941;1.021;-0.003;0.018;-0.178;-88.971;1.013;0.489;-2.901;-1.542;-54.126;7.328;-25.073;21.330;
14942;1.021;-0.003;0.018;-0.178;-88.971;1.013;0.489;-2.901;-1.542;-54.126;7.328;-25.073;21.330;
14943;1.021;-0.003;0.018;-0.178;-88.971;1.013;0.489;-2.901;-1.542;-54.126;7.328;-25.073;21.330;
14944;1.021;-0.003;0.018;-0.178;-88.971;1.013;0.489;-2.901;-1.542;-54.126;7.328;-25.073;21.330;
14945;1.021;-0.003;0.018;-0.178;-88.971;1.013;0.489;-2.901;-1.542;-54.126;7.328;-25.073;21.330;
14946;1.015;0.001;0.010;0.069;-89.458;0.537;0.412;-3.115;-1.435;-54.174;7.342;-25.087;21.236;
14947;1.015;0.001;0.010;0.069;-89.458;0.537;0.412;-3.115;-1.435;-54.174;7.342;-25.087;21.236;
14948;1.015;0.001;0.010;0.069;-89.458;0.537;0.412;-3.115;-1.435;-54.174;7.342;-25.087;21.236;
14949;1.015;0.001;0.010;0.069;-89.458;0.537;0.412;-3.115;-1.435;-54.174;7.342;-25.087;21.236;
14950;1.015;0.001;0.010;0.069;-89.458;0.537;0.412;-3.115;-1.435;-54.174;7.342;-25.087;21.236;
14951;1.015;0.001;0.010;0.069;-89.458;0.537;0.412;-3.115;-1.435;-54.174;7.342;-25.087;21.236;
14952;1.015;0.001;0.010;0.069;-89.458;0.537;0.412;-3.115;-1.435;-54.174;7.342;-25.087;21.236;
14953;1.015;0.001;0.010;0.069;-89.458;0.537;0.412;-3.115;-1.435;-54.174;7.342;-25.087;21.236;
14954;1.015;0.001;0.010;0.069;-89.458;0.537;0.412;-3.115;-1.435;-54.174;7.342;-25.087;21.236;
14955;1.011;0.001;0.020;0.083;-88.863;1.134;0.672;-3.099;-1.527;-54.179;7.348;-25.102;21.283;
14956;1.011;0.001;0.020;0.083;-88.863;1.134;0.672;-3.099;-1.527;-54.179;7.348;-25.102;21.283;
14957;1.011;0.001;0.020;0.083;-88.863;1.134;0.672;-3.099;-1.527;-54.179;7.348;-25.102;21.283;
14958;1.011;0.001;0.020;0.083;-88.863;1.134;0.672;-3.099;-1.527;-54.179;7.348;-25.102;21.283;
14959;1.011;0.001;0.020;0.083;-88.863;1.134;0.672;-3.099;-1.527;-54.179;7.348;-25.102;21.283;
14960;1.011;0.001;0.020;0.083;-88.863;1.134;0.672;-3.099;-1.527;-54.179;7.348;-25.102;21.283;
14961;1.011;0.001;0.020;0.083;-88.863;1.134;0.672;-3.099;-1.527;-54.179;7.348;-25.102;21.283;
14962;1.011;0.001;0.020;0.083;-88.863;1.134;0.672;-3.099;-1.527;-54.179;7.348;-25.102;21.283;
14963;1.011;0.001;0.020;0.083;-88.863;1.134;5.4.960;7.316;-25.480;21.236;
15185;1.014;0.003;0.013;0.152;-89.267;0.717;0.534;-3.206;-1.420;-54.984;7.327;-25.495;21.330;
15186;1.014;0.003;0.013;0.152;-89.267;0.717;0.534;-3.206;-1.420;-54.984;7.327;-25.495;21.330;
15187;1.014;0.003;0.013;0.152;-89.267;0.717;0.534;-3.206;-1.420;-54.984;7.327;-25.495;21.330;
15188;1.014;0.003;0.013;0.152;-89.267;0.717;0.534;-3.206;-1.420;-54.984;7.327;-25.495;21.330;
15189;1.014;0.003;0.013;0.152;-89.267;0.717;0.534;-3.206;-1.420;-54.984;7.327;-25.495;21.330;
15190;1.014;0.003;0.013;0.152;-89.267;0.717;0.534;-3.206;-1.420;-54.984;7.327;-25.495;21.330;
15191;1.014;0.003;0.013;0.152;-89.267;0.717;0.534;-3.206;-1.420;-54.984;7.327;-25.495;21.330;
15192;1.014;0.003;0.013;0.152;-89.267;0.717;0.534;-3.206;-1.420;-54.984;7.327;-25.495;21.330;
15193;1.014;0.003;0.013;0.152;-89.267;0.717;0.534;-3.206;-1.420;-54.984;7.327;-25.495;21.330;
15194;1.014;-0.004;0.008;-0.221;-89.507;0.441;0.427;-3.160;-1.450;-55.023;7.316;-25.509;21.330;
15195;1.014;-0.004;0.008;-0.221;-89.507;0.441;0.427;-3.160;-1.450;-55.023;7.316;-25.509;21.330;
15196;1.014;-0.004;0.008;-0.221;-89.507;0.441;0.427;-3.160;-1.450;-55.023;7.316;-25.509;21.330;
15197;1.014;-0.004;0.008;-0.221;-89.507;0.441;0.427;-3.160;-1.450;-55.023;7.316;-25.509;21.330;
15198;1.014;-0.004;0.008;-0.221;-89.507;0.441;0.427;-3.160;-1.450;-55.023;7.316;-25.509;21.330;
15199;1.014;-0.004;0.008;-0.221;-89.507;0.441;0.427;-3.160;-1.450;-55.023;7.316;-25.509;21.330;
15200;1.014;-0.004;0.008;-0.221;-89.507;0.441;0.427;-3.160;-1.450;-55.023;7.316;-25.509;21.330;
15201;1.014;-0.004;0.008;-0.221;-89.507;0.441;0.427;-3.160;-1.450;-55.023;7.316;-25.509;21.330;
15202;1.014;-0.004;0.008;-0.221;-89.507;0.441;0.427;-3.160;-1.450;-55.023;7.316;-25.509;21.330;
15203;1.010;-0.005;0.009;-0.291;-89.399;0.526;0.504;-2.992;-1.374;-55.046;7.318;-25.522;21.189;
15204;1.010;-0.005;0.009;-0.291;-89.399;0.526;0.504;-2.992;-1.374;-55.046;7.318;-25.522;21.189;
15205;1.010;-0.005;0.009;-0.291;-89.399;0.526;0.504;-2.992;-1.374;-55.046;7.318;-25.522;21.189;
15206;1.010;-0.005;0.009;-0.291;-89.399;0.526;0.504;-2.992;-1.374;-55.046;7.318;-25.522;21.189;
15207;1.010;-0.005;0.009;-0.291;-89.399;0.526;0.504;-2.992;-1.374;-55.046;7.318;-25.522;21.189;
15208;1.010;-0.005;0.009;-0.291;-89.399;0.526;0.504;-2.992;-1.374;-55.046;7.318;-25.522;21.189;
15209;1.010;-0.005;0.009;-0.291;-89.399;0.526;0.504;-2.992;-1.374;-55.046;7.318;-25.522;21.189;
15210;1.010;-0.005;0.009;-0.291;-89.399;0.526;0.504;-2.992;-1.374;-55.046;7.318;-25.522;21.189;
15211;1.010;-0.005;0.009;-0.291;-89.399;0.526;0.504;-2.992;-1.374;-55.046;7.318;-25.522;21.189;
15212;1.006;0.003;-0.001;0.181;-89.811;-0.056;0.351;-2.763;-1.298;-55.089;7.340;-25.535;21.236;
15213;1.006;0.003;-0.001;0.181;-89.811;-0.056;0.351;-2.763;-1.298;-55.089;7.340;-25.535;21.236;
